Title,Director,Cast,Genre,Year,new_Genre
Conspiracy Theory,Richard Donner,"Mel Gibson, Julia Roberts, Patrick Stewart",Thriller,1997,Thriller
Contact,Robert Zemeckis,"Jodie Foster, Matthew McConaughey, James Woods, Angela Bassett, John Hurt, Tom Skerritt, David Morse",Science fiction,1997,Science fiction
Cop Land,James Mangold,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Annabella Sciorra, Peter Berg, Michael Rapaport",Crime drama,1997,Crime drama
Crowned and Dangerous,Christopher Leitch,"Yasmine Bleeth, Jill Clayburgh",Thriller,1997,Thriller
Danger Zone,Allan Eastman,"Billy Zane, Robert Downey, Jr., Cary-Hiroyuki Tagawa",Action,1997,Action
Dangerous Ground,Darrell Roodt,"Ice Cube, Elizabeth Hurley, Ving Rhames",Thriller,1997,Thriller
Dante's Peak,Roger Donaldson,"Pierce Brosnan, Linda Hamilton",Disaster film,1997,Disaster film
Deconstructing Harry,Woody Allen,"Kirstie Alley, Richard Benjamin, Billy Crystal, Judy Davis, Julia Louis-Dreyfus, Demi Moore",Comedy,1997,Comedy
Def Jam's How to Be a Player,Lionel C. Martin,Bill Bellamy,Comedy,1997,Comedy
Demolition University,Kevin Tenney,"Corey Haim, Ami Dolenz, Laraine Newman",Action,1997,Action
The Devil's Advocate,Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones, Judith Ivey, Craig T. Nelson",Thriller,1997,Thriller
Different Strokes,Michael Paul Girard,"Dana Plato, Bentley Mitchum",Drama,1997,Drama
Dogtown,George Hickenlooper,"Mary Stuart Masterson, Jon Favreau",Drama,1997,Drama
Donnie Brasco,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen, Anne Heche, Bruno Kirby",Crime drama,1997,Crime drama
Double Team,Tsui Hark,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke",Action,1997,Action
Dream with the Fishes,Finn Taylor,David Arquette,Drama,1997,Drama
Face/Off,John Woo,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon, Dominique Swain",Action,1997,Action
FairyTale: A True Story,Charles Sturridge,"Peter O'Toole, Harvey Keitel",Fantasy,1997,Fantasy
Fakin' Da Funk,Tim Chey,"Pam Grier, Duane Martin",Comedy,1997,Comedy
"Fast, Cheap and Out of Control",Errol Morris,profile of 4 unusual occupations,Documentary,1997,Documentary
Fathers' Day,Ivan Reitman,"Robin Williams, Billy Crystal, Julia Louis-Dreyfus, Nastassja Kinski, Charlie Hofheimer, Bruce Greenwood, Jared Harris",Comedy,1997,Comedy
Fierce Creatures,Fred Schepisi,"John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin",Comedy,1997,Comedy
The Fifth Element,Luc Besson,"Bruce Willis, Gary Oldman, Milla Jovovich, Chris Tucker, Ian Holm, Luke Perry",Science fiction,1997,Science fiction
Fire Down Below,Félix Enríquez Alcalá,"Steven Seagal, Marg Helgenberger, Kris Kristofferson, Harry Dean Stanton, Stephen Lang, Levon Helm",Action,1997,Action
Firehouse,"""Alan Smithee""","Richard Dean Anderson, Edie Falco",Drama,1997,Drama
Firelight,William Nicholson,Sophie Marceau,Drama,1997,Drama
First Strike,Stanley Tong,"Jackie Chan, Wu Chen-chun",Action,1997,Action
First Time Felon,Charles S. Dutton,"Omar Epps, Delroy Lindo",Crime drama,1997,Crime drama
Flubber,Les Mayfield,"Robin Williams, Marcia Gay Harden, Christopher McDonald, Ted Levine, Raymond J. Barry, Clancy Brown","Comedy, Fantasy",1997,"Comedy, Fantasy"
Free Willy 3: The Rescue,Sam Pillsbury,Jason James Richter,Family,1997,Family
Fools Rush In,Andy Tennant,"Matthew Perry, Salma Hayek",Rom com,1997,Rom com
For Richer or Poorer,Bryan Spicer,"Tim Allen, Kirstie Alley",Comedy,1997,Comedy
Future War,Anthony Doublin,Daniel Bernhardt,Science fiction,1997,Science fiction
G.I. Jane,Ridley Scott,"Demi Moore, Viggo Mortensen, Anne Bancroft",Action,1997,Action
The Game,David Fincher,"Michael Douglas, Sean Penn, James Rebhorn, Deborah Kara Unger, Carroll Baker",Psychological Thriller,1997,Psychological Thriller
Gang Related,Jim Kouf,"James Belushi, Tupac Shakur, Lela Rochon",Crime drama,1997,Crime drama
Gattaca,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law",Science fiction,1997,Science fiction
George Wallace,John Frankenheimer,"Gary Sinise, Mare Winningham, Angelina Jolie",Biography,1997,Biography
George of the Jungle,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Haden Church",Comedy,1997,Comedy
Get a Clue,Terence H. Winkless,"Ray Walston, Diane Ladd, Sally Kirkland",Family,1997,Family
Going All the Way,Mark Pellington,"Jeremy Davies, Ben Affleck, Amy Locane, Rose McGowan, Rachel Weisz",Drama,1997,Drama
Gone Fishin',Christopher Cain,"Joe Pesci, Danny Glover, Rosanna Arquette, Lynn Whitfield",Comedy,1997,Comedy
Good Burger,Brian Robbins,"Kenan Thompson, Kel Mitchell",Comedy,1997,Comedy
Good Will Hunting,Gus Van Sant,"Matt Damon, Robin Williams, Ben Affleck, Minnie Driver, Stellan Skarsgård",Drama,1997,Drama
Goodbye America,Thierry Notz,"Wolfgang Bodison, Corin Nemec",Action,1997,Action
Grateful Dead: Downhill from Here,Len Dell'Amico,The Grateful Dead,Concert,1997,Concert
Gridlock'd,Vondie Curtis-Hall,"Tim Roth, Tupac Shakur","Comedy, Crime",1997,"Comedy, Crime"
Grosse Pointe Blank,George Armitage,"John Cusack, Minnie Driver, Dan Aykroyd, Alan Arkin",Comedy,1997,Comedy
Hacks,Gary Rosen,"Stephen Rea, Illeana Douglas, John Ritter",Comedy,1997,Comedy
Hard Eight,Paul Thomas Anderson,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson",Drama,1997,Drama
Henry Fool,Hal Hartley,"Thomas Jay Ryan, Parker Posey",Drama,1997,Drama
Highball,Noah Baumbach,"Justine Bateman, Peter Bogdanovich",Comedy,1997,Comedy
Home Alone 3,Raja Gosnell,Alex D. Linz,Family,1997,Family
"Honey, We Shrunk Ourselves",Dean Cundey,Rick Moranis,Sci-fi,1997,Sci-fi
Hoodlum,Bill Duke,"Laurence Fishburne, Tim Roth, Vanessa Williams, Andy García",Crime,1997,Crime
The House of Yes,Mark Waters,"Parker Posey, Josh Hamilton, Tori Spelling, Freddie Prinze, Jr., Genevieve Bujold",Comedy,1997,Comedy
Hugo Pool,"Robert Downey, Sr.","Alyssa Milano, Patrick Dempsey",Comedy,1997,Comedy
Hurricane Streets,Morgan J. Freeman,Heather Matarazzo,Drama,1997,Drama
L.A. Confidential,Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger, Danny DeVito, James Cromwell, David Strathairn, Simon Baker",Crime drama,1997,Crime drama
Last Stand at Saber River,Dick Lowry,"Tom Selleck, Keith Carradine, Haley Joel Osment",Western,1997,Western
The Last Time I Committed Suicide,Stephen T. Kay,"Thomas Jane, Keanu Reeves",Drama,1997,Drama
Lawn Dogs,John Duigan,"Sam Rockwell, Mischa Barton, Kathleen Quinlan",Drama,1997,Drama
Leave It to Beaver,Andy Cadiff,"Christopher McDonald, Janine Turner",Family,1997,Family
Leprechaun 4: In Space,Brian Trenchard-Smith,Warwick Davis,Horror,1997,Horror
Lewis and Clark and George,Rod McCall,"Rose McGowan, Dan Gunther",Comedy,1997,Comedy
Liar Liar,Tom Shadyac,"Jim Carrey, Justin Cooper, Maura Tierney, Cary Elwes, Jennifer Tilly, Amanda Donohoe, Swoosie Kurtz",Comedy,1997,Comedy
A Life Less Ordinary,Danny Boyle,"Ewan McGregor, Cameron Diaz, Holly Hunter, Delroy Lindo, Ian Holm",Black comedy,1997,Black comedy
Little City,Roberto Benabib,"Josh Charles, Jon Bon Jovi, Penelope Ann Miller",Rom com,1997,Rom com
Lolita,Adrian Lyne,"Dominique Swain, Jeremy Irons, Frank Langella, Melanie Griffith",Drama,1997,Drama
Lost Highway,David Lynch,"Bill Pullman, Patricia Arquette, Balthazar Getty, Robert Loggia, Robert Blake",Suspense,1997,Suspense
The Lost World: Jurassic Park,Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough",Science fiction,1997,Science fiction
Love Jones,Theodore Witcher,"Larenz Tate, Nia Long",Drama,1997,Drama
Love and Death on Long Island,Richard Kwietniowski,"John Hurt, Jason Priestley",Drama,1997,Drama
Love! Valour! Compassion!,Joe Mantello,"Jason Alexander, John Glover",Drama,1997,Drama
Lovelife,Jon Harmon Feldman,"Carla Gugino, Sherilyn Fenn",Rom com,1997,Rom com
Mad City,Costa-Gavras,"Dustin Hoffman, John Travolta, Mia Kirshner, Alan Alda, Blythe Danner",Crime drama,1997,Crime drama
The Man Who Knew Too Little,Jon Amiel,"Bill Murray, Joanne Whalley, Peter Gallagher",Comedy,1997,Comedy
Masterminds,Roger Christian,"Patrick Stewart, Vincent Kartheiser, Brenda Fricker",Comedy,1997,Comedy
The MatchMaker,Mark Joffe,"Janeane Garofalo, David O'Hara, Milo O'Shea, Denis Leary",Romantic comedy,1997,Romantic comedy
McHale's Navy,Bryan Spicer,"Tom Arnold, Tim Curry, David Alan Grier, Debra Messing",Comedy,1997,Comedy
Mean Guns,Albert Pyun,"Ice-T, Christopher Lambert",Crime drama,1997,Crime drama
Meet Wally Sparks,Peter Baldwin,"Rodney Dangerfield, Burt Reynolds, Cindy Williams",Comedy,1997,Comedy
The Member of the Wedding,Fielder Cook,"Anna Paquin, Alfre Woodard",Drama,1997,Drama
Men in Black,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Vincent D'Onofrio, Linda Fiorentino, Rip Torn, Tony Shalhoub",Science fiction,1997,Science fiction
Men with Guns,John Sayles,Mandy Patinkin,Drama,1997,Drama
Metro,Thomas Carter,"Eddie Murphy, Michael Wincott, Michael Rapaport",Action,1997,Action
The Midas Touch,Peter Manoogian,Trever O'Brien,Fantasy,1997,Fantasy
Midnight in the Garden of Good and Evil,Clint Eastwood,"Kevin Spacey, John Cusack, Jude Law",Drama,1997,Drama
Mimic,Guillermo del Toro,"Mira Sorvino, Jeremy Northam, Josh Brolin, Charles S. Dutton, Giancarlo Giannini, F. Murray Abraham",Horror,1997,Horror
Miss Evers' Boys,Joseph Sargent,"Alfre Woodard, Laurence Fishburne",Drama,1997,Drama
Money Talks,Brett Ratner,"Chris Tucker, Charlie Sheen, Heather Locklear, Paul Sorvino",Comedy,1997,Comedy
Mortal Kombat: Annihilation,John R. Leonetti,"Robin Shou, Talisa Soto, Sandra Hess, James Remar, Brian Thompson",Action,1997,Action
Most Wanted,David Hogan,"Keenen Ivory Wayans, Jon Voight, Jill Hennessy, Robert Culp, Eric Roberts",Action,1997,Action
MouseHunt,Gore Verbinski,"Nathan Lane, Lee Evans, Christopher Walken, Maury Chaykin, William Hickey",Black comedy,1997,Black comedy
Mr. Magoo,Stanley Tong,"Leslie Nielsen, Miguel Ferrer, Kelly Lynch, Malcolm McDowell, Ernie Hudson",Comedy,1997,Comedy
Mrs Dalloway,Marleen Gorris,"Vanessa Redgrave, Natascha McElhone",Drama,1997,Drama
Murder at 1600,Dwight H. Little,"Wesley Snipes, Diane Lane, Alan Alda, Dennis Miller, Daniel Benzali",Thriller,1997,Thriller
My Best Friend's Wedding,P. J. Hogan,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett",Rom com,1997,Rom com
My Teacher Ate My Homework,Stephen Williams,"Shelley Duvall, Sheila McCarthy",Comedy,1997,Comedy
The Myth of Fingerprints,Bart Freundlich,"Blythe Danner, James LeGros, Julianne Moore, Roy Scheider",Drama,1997,Drama
Painted Angels,Jon Sanders,"Brenda Fricker, Kelly McGillis",Western,1997,Western
Paradise Road,Bruce Beresford,"Glenn Close, Frances McDormand, Julianna Margulies","War, Drama",1997,"War, Drama"
The Peacemaker,Mimi Leder,"George Clooney, Nicole Kidman",Action,1997,Action
Perfect Body,Douglass Barr,"Amy Jo Johnson, Cathy Rigby",Drama,1997,Drama
The Pest,Paul Miller,"John Leguizamo, Jeffrey Jones, Freddy Rodriguez",Comedy,1997,Comedy
Picture Perfect,Glenn Gordon Caron,"Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis, Illeana Douglas",Romance,1997,Romance
Playing God,Andy Wilson,"David Duchovny, Timothy Hutton, Angelina Jolie",Drama,1997,Drama
Poison Ivy: The New Seduction,Kurt Voss,Jaime Pressly,Suspense,1997,Suspense
Pooh's Grand Adventure: The Search for Christopher Robin,Karl Geurs,"Jim Cummings, John Fielder, Ken Sansom, Andre Stojka, Peter Cullen, David Warner, Paul Winchell","Family, Animated",1997,"Family, Animated"
The Postman,Kevin Costner,"Kevin Costner, Olivia Williams, Larenz Tate, Will Patton",Science fiction,1997,Science fiction
